image_id,image_path,crown_mask,root_mask,combined_mask,multiclass_mask,width,height,has_multiclass,split,source_json,source_image
lm_0100_is20230516_123509_0627_70364907,images/lm_0100_is20230516_123509_0627_70364907.jpg,masks_crown/lm_0100_is20230516_123509_0627_70364907_crown.png,masks_root/lm_0100_is20230516_123509_0627_70364907_root.png,masks_combined/lm_0100_is20230516_123509_0627_70364907_combined.png,masks_multiclass/lm_0100_is20230516_123509_0627_70364907.png,929,676,True,train,IS20230516_123509_0627_70364907.json,IS20230516_123509_0627_70364907.jpg
lm_0101_is20230516_171358_9524_66343360,images/lm_0101_is20230516_171358_9524_66343360.jpg,masks_crown/lm_0101_is20230516_171358_9524_66343360_crown.png,masks_root/lm_0101_is20230516_171358_9524_66343360_root.png,masks_combined/lm_0101_is20230516_171358_9524_66343360_combined.png,masks_multiclass/lm_0101_is20230516_171358_9524_66343360.png,929,676,True,train,IS20230516_171358_9524_66343360.json,IS20230516_171358_9524_66343360.jpg
lm_0102_is20230524_225318_7354t_05149032_jpg_rf_,images/lm_0102_is20230524_225318_7354t_05149032_jpg_rf_.jpg,masks_crown/lm_0102_is20230524_225318_7354t_05149032_jpg_rf__crown.png,masks_root/lm_0102_is20230524_225318_7354t_05149032_jpg_rf__root.png,masks_combined/lm_0102_is20230524_225318_7354t_05149032_jpg_rf__combined.png,masks_multiclass/lm_0102_is20230524_225318_7354t_05149032_jpg_rf_.png,640,640,True,test,IS20230524_225318_7354t_05149032_jpg.rf.dda6d17d55a13850a1ab2de894b5236b.json,IS20230524_225318_7354t_05149032_jpg.rf.dda6d17d55a13850a1ab2de894b5236b.jpg
lm_0103_is20230527_011745_0262t_40272479_jpg_rf_,images/lm_0103_is20230527_011745_0262t_40272479_jpg_rf_.jpg,masks_crown/lm_0103_is20230527_011745_0262t_40272479_jpg_rf__crown.png,masks_root/lm_0103_is20230527_011745_0262t_40272479_jpg_rf__root.png,masks_combined/lm_0103_is20230527_011745_0262t_40272479_jpg_rf__combined.png,masks_multiclass/lm_0103_is20230527_011745_0262t_40272479_jpg_rf_.png,640,640,True,train,IS20230527_011745_0262t_40272479_jpg.rf.46f558e079e6c17ffa0215baab6ebc1b.json,IS20230527_011745_0262t_40272479_jpg.rf.46f558e079e6c17ffa0215baab6ebc1b.jpg
lm_0104_is20230529_002200_6606t_08877703_jpg_rf_,images/lm_0104_is20230529_002200_6606t_08877703_jpg_rf_.jpg,masks_crown/lm_0104_is20230529_002200_6606t_08877703_jpg_rf__crown.png,masks_root/lm_0104_is20230529_002200_6606t_08877703_jpg_rf__root.png,masks_combined/lm_0104_is20230529_002200_6606t_08877703_jpg_rf__combined.png,masks_multiclass/lm_0104_is20230529_002200_6606t_08877703_jpg_rf_.png,640,640,True,train,IS20230529_002200_6606t_08877703_jpg.rf.915a91ca07547180b160887dbb60ddac.json,IS20230529_002200_6606t_08877703_jpg.rf.915a91ca07547180b160887dbb60ddac.jpg
lm_0105_is20230530_183319_1816_03033805,images/lm_0105_is20230530_183319_1816_03033805.jpg,masks_crown/lm_0105_is20230530_183319_1816_03033805_crown.png,masks_root/lm_0105_is20230530_183319_1816_03033805_root.png,masks_combined/lm_0105_is20230530_183319_1816_03033805_combined.png,masks_multiclass/lm_0105_is20230530_183319_1816_03033805.png,929,676,True,train,IS20230530_183319_1816_03033805.json,IS20230530_183319_1816_03033805.jpg
lm_0106_is20230531_000549_6443t_00509512_jpg_rf_,images/lm_0106_is20230531_000549_6443t_00509512_jpg_rf_.jpg,masks_crown/lm_0106_is20230531_000549_6443t_00509512_jpg_rf__crown.png,masks_root/lm_0106_is20230531_000549_6443t_00509512_jpg_rf__root.png,masks_combined/lm_0106_is20230531_000549_6443t_00509512_jpg_rf__combined.png,masks_multiclass/lm_0106_is20230531_000549_6443t_00509512_jpg_rf_.png,640,640,True,train,IS20230531_000549_6443t_00509512_jpg.rf.e82aca182c7e88503e3e9ff4f4e04481-1.json,IS20230531_000549_6443t_00509512_jpg.rf.e82aca182c7e88503e3e9ff4f4e04481-1.jpg
lm_0107_is20230531_000549_6443t_00509512_jpg_rf_,images/lm_0107_is20230531_000549_6443t_00509512_jpg_rf_.jpg,masks_crown/lm_0107_is20230531_000549_6443t_00509512_jpg_rf__crown.png,masks_root/lm_0107_is20230531_000549_6443t_00509512_jpg_rf__root.png,masks_combined/lm_0107_is20230531_000549_6443t_00509512_jpg_rf__combined.png,masks_multiclass/lm_0107_is20230531_000549_6443t_00509512_jpg_rf_.png,640,640,True,train,IS20230531_000549_6443t_00509512_jpg.rf.efac0f2373e4c855472092c7ff414b80.json,IS20230531_000549_6443t_00509512_jpg.rf.efac0f2373e4c855472092c7ff414b80.jpg
lm_0108_is20230531_002601_4497t_88770817_jpg_rf_,images/lm_0108_is20230531_002601_4497t_88770817_jpg_rf_.jpg,masks_crown/lm_0108_is20230531_002601_4497t_88770817_jpg_rf__crown.png,masks_root/lm_0108_is20230531_002601_4497t_88770817_jpg_rf__root.png,masks_combined/lm_0108_is20230531_002601_4497t_88770817_jpg_rf__combined.png,masks_multiclass/lm_0108_is20230531_002601_4497t_88770817_jpg_rf_.png,640,640,True,val,IS20230531_002601_4497t_88770817_jpg.rf.42b58031a91f4aaebd26f80891ec86ca.json,IS20230531_002601_4497t_88770817_jpg.rf.42b58031a91f4aaebd26f80891ec86ca.jpg
lm_0109_is20230601_013503_1652t_88734318_jpg_rf_,images/lm_0109_is20230601_013503_1652t_88734318_jpg_rf_.jpg,masks_crown/lm_0109_is20230601_013503_1652t_88734318_jpg_rf__crown.png,masks_root/lm_0109_is20230601_013503_1652t_88734318_jpg_rf__root.png,masks_combined/lm_0109_is20230601_013503_1652t_88734318_jpg_rf__combined.png,masks_multiclass/lm_0109_is20230601_013503_1652t_88734318_jpg_rf_.png,640,640,True,val,IS20230601_013503_1652t_88734318_jpg.rf.7980225bfa6b35741282758d70a66207.json,IS20230601_013503_1652t_88734318_jpg.rf.7980225bfa6b35741282758d70a66207.jpg
lm_0110_is20230601_024037_9814t_92416077_jpg_rf_,images/lm_0110_is20230601_024037_9814t_92416077_jpg_rf_.jpg,masks_crown/lm_0110_is20230601_024037_9814t_92416077_jpg_rf__crown.png,masks_root/lm_0110_is20230601_024037_9814t_92416077_jpg_rf__root.png,masks_combined/lm_0110_is20230601_024037_9814t_92416077_jpg_rf__combined.png,masks_multiclass/lm_0110_is20230601_024037_9814t_92416077_jpg_rf_.png,640,640,True,train,IS20230601_024037_9814t_92416077_jpg.rf.a8d4bfe12c9e6855190aa80820aca0fe.json,IS20230601_024037_9814t_92416077_jpg.rf.a8d4bfe12c9e6855190aa80820aca0fe.jpg
lm_0111_is20230602_011431_1550t_94072439_jpg_rf_,images/lm_0111_is20230602_011431_1550t_94072439_jpg_rf_.jpg,masks_crown/lm_0111_is20230602_011431_1550t_94072439_jpg_rf__crown.png,masks_root/lm_0111_is20230602_011431_1550t_94072439_jpg_rf__root.png,masks_combined/lm_0111_is20230602_011431_1550t_94072439_jpg_rf__combined.png,masks_multiclass/lm_0111_is20230602_011431_1550t_94072439_jpg_rf_.png,640,640,True,test,IS20230602_011431_1550t_94072439_jpg.rf.36ca312669f352c9411b07ca6f9a3691.json,IS20230602_011431_1550t_94072439_jpg.rf.36ca312669f352c9411b07ca6f9a3691.jpg
lm_0112_is20230602_011431_1550t_94072439_jpg_rf_,images/lm_0112_is20230602_011431_1550t_94072439_jpg_rf_.jpg,masks_crown/lm_0112_is20230602_011431_1550t_94072439_jpg_rf__crown.png,masks_root/lm_0112_is20230602_011431_1550t_94072439_jpg_rf__root.png,masks_combined/lm_0112_is20230602_011431_1550t_94072439_jpg_rf__combined.png,masks_multiclass/lm_0112_is20230602_011431_1550t_94072439_jpg_rf_.png,640,640,True,test,IS20230602_011431_1550t_94072439_jpg.rf.37f5c857d40235eb528bb0a425e9dc14.json,IS20230602_011431_1550t_94072439_jpg.rf.37f5c857d40235eb528bb0a425e9dc14.jpg
lm_0113_is20230609_101801_9585_19613517,images/lm_0113_is20230609_101801_9585_19613517.jpg,masks_crown/lm_0113_is20230609_101801_9585_19613517_crown.png,masks_root/lm_0113_is20230609_101801_9585_19613517_root.png,masks_combined/lm_0113_is20230609_101801_9585_19613517_combined.png,masks_multiclass/lm_0113_is20230609_101801_9585_19613517.png,929,676,True,test,IS20230609_101801_9585_19613517.json,IS20230609_101801_9585_19613517.jpg
lm_0114_is20230610_065609_7839t_17848471_jpg_rf_,images/lm_0114_is20230610_065609_7839t_17848471_jpg_rf_.jpg,masks_crown/lm_0114_is20230610_065609_7839t_17848471_jpg_rf__crown.png,masks_root/lm_0114_is20230610_065609_7839t_17848471_jpg_rf__root.png,masks_combined/lm_0114_is20230610_065609_7839t_17848471_jpg_rf__combined.png,masks_multiclass/lm_0114_is20230610_065609_7839t_17848471_jpg_rf_.png,640,640,True,train,IS20230610_065609_7839t_17848471_jpg.rf.bcaa77f608d5d6d1443d790304692761.json,IS20230610_065609_7839t_17848471_jpg.rf.bcaa77f608d5d6d1443d790304692761.jpg
lm_0115_is20230610_070236_3545t_79118548_jpg_rf_,images/lm_0115_is20230610_070236_3545t_79118548_jpg_rf_.jpg,masks_crown/lm_0115_is20230610_070236_3545t_79118548_jpg_rf__crown.png,masks_root/lm_0115_is20230610_070236_3545t_79118548_jpg_rf__root.png,masks_combined/lm_0115_is20230610_070236_3545t_79118548_jpg_rf__combined.png,masks_multiclass/lm_0115_is20230610_070236_3545t_79118548_jpg_rf_.png,640,640,True,test,IS20230610_070236_3545t_79118548_jpg.rf.12271d1572bcc256e9864dfd51690208.json,IS20230610_070236_3545t_79118548_jpg.rf.12271d1572bcc256e9864dfd51690208.jpg
lm_0116_is20230613_165738_4730_99513764,images/lm_0116_is20230613_165738_4730_99513764.jpg,masks_crown/lm_0116_is20230613_165738_4730_99513764_crown.png,masks_root/lm_0116_is20230613_165738_4730_99513764_root.png,masks_combined/lm_0116_is20230613_165738_4730_99513764_combined.png,masks_multiclass/lm_0116_is20230613_165738_4730_99513764.png,929,676,True,train,IS20230613_165738_4730_99513764.json,IS20230613_165738_4730_99513764.jpg
lm_0117_is20230613_225557_4640t_73911396_jpg_rf_,images/lm_0117_is20230613_225557_4640t_73911396_jpg_rf_.jpg,masks_crown/lm_0117_is20230613_225557_4640t_73911396_jpg_rf__crown.png,masks_root/lm_0117_is20230613_225557_4640t_73911396_jpg_rf__root.png,masks_combined/lm_0117_is20230613_225557_4640t_73911396_jpg_rf__combined.png,masks_multiclass/lm_0117_is20230613_225557_4640t_73911396_jpg_rf_.png,640,640,True,val,IS20230613_225557_4640t_73911396_jpg.rf.b5fef33e702194068dd872f4689afd07.json,IS20230613_225557_4640t_73911396_jpg.rf.b5fef33e702194068dd872f4689afd07.jpg
lm_0118_is20230614_004902_1847t_64893163_jpg_rf_,images/lm_0118_is20230614_004902_1847t_64893163_jpg_rf_.jpg,masks_crown/lm_0118_is20230614_004902_1847t_64893163_jpg_rf__crown.png,masks_root/lm_0118_is20230614_004902_1847t_64893163_jpg_rf__root.png,masks_combined/lm_0118_is20230614_004902_1847t_64893163_jpg_rf__combined.png,masks_multiclass/lm_0118_is20230614_004902_1847t_64893163_jpg_rf_.png,640,640,True,val,IS20230614_004902_1847t_64893163_jpg.rf.7a68a7949785f4538e6d4f99189522db.json,IS20230614_004902_1847t_64893163_jpg.rf.7a68a7949785f4538e6d4f99189522db.jpg
lm_0119_is20230614_013726_4758t_62033774_jpg_rf_,images/lm_0119_is20230614_013726_4758t_62033774_jpg_rf_.jpg,masks_crown/lm_0119_is20230614_013726_4758t_62033774_jpg_rf__crown.png,masks_root/lm_0119_is20230614_013726_4758t_62033774_jpg_rf__root.png,masks_combined/lm_0119_is20230614_013726_4758t_62033774_jpg_rf__combined.png,masks_multiclass/lm_0119_is20230614_013726_4758t_62033774_jpg_rf_.png,640,640,True,train,IS20230614_013726_4758t_62033774_jpg.rf.a2ddd923246f59cd06925f62235c7c74.json,IS20230614_013726_4758t_62033774_jpg.rf.a2ddd923246f59cd06925f62235c7c74.jpg
lm_0120_is20230615_200438_0815_68889334,images/lm_0120_is20230615_200438_0815_68889334.jpg,masks_crown/lm_0120_is20230615_200438_0815_68889334_crown.png,masks_root/lm_0120_is20230615_200438_0815_68889334_root.png,masks_combined/lm_0120_is20230615_200438_0815_68889334_combined.png,masks_multiclass/lm_0120_is20230615_200438_0815_68889334.png,929,676,True,test,IS20230615_200438_0815_68889334.json,IS20230615_200438_0815_68889334.jpg
lm_0121_is20230620_124106_7278t_73494641_jpg_rf_,images/lm_0121_is20230620_124106_7278t_73494641_jpg_rf_.jpg,masks_crown/lm_0121_is20230620_124106_7278t_73494641_jpg_rf__crown.png,masks_root/lm_0121_is20230620_124106_7278t_73494641_jpg_rf__root.png,masks_combined/lm_0121_is20230620_124106_7278t_73494641_jpg_rf__combined.png,masks_multiclass/lm_0121_is20230620_124106_7278t_73494641_jpg_rf_.png,640,640,True,train,IS20230620_124106_7278t_73494641_jpg.rf.623df5bec437ab34a2ffc753f93eab82.json,IS20230620_124106_7278t_73494641_jpg.rf.623df5bec437ab34a2ffc753f93eab82.jpg
lm_0122_is20230622_142819_2565t_87780046_jpg_rf_,images/lm_0122_is20230622_142819_2565t_87780046_jpg_rf_.jpg,masks_crown/lm_0122_is20230622_142819_2565t_87780046_jpg_rf__crown.png,masks_root/lm_0122_is20230622_142819_2565t_87780046_jpg_rf__root.png,masks_combined/lm_0122_is20230622_142819_2565t_87780046_jpg_rf__combined.png,masks_multiclass/lm_0122_is20230622_142819_2565t_87780046_jpg_rf_.png,640,640,True,train,IS20230622_142819_2565t_87780046_jpg.rf.a8c2f9bfca9114a28006f342de7396e6.json,IS20230622_142819_2565t_87780046_jpg.rf.a8c2f9bfca9114a28006f342de7396e6.jpg
lm_0123_is20230624_175655_0515t_99678396_jpg_rf_,images/lm_0123_is20230624_175655_0515t_99678396_jpg_rf_.jpg,masks_crown/lm_0123_is20230624_175655_0515t_99678396_jpg_rf__crown.png,masks_root/lm_0123_is20230624_175655_0515t_99678396_jpg_rf__root.png,masks_combined/lm_0123_is20230624_175655_0515t_99678396_jpg_rf__combined.png,masks_multiclass/lm_0123_is20230624_175655_0515t_99678396_jpg_rf_.png,640,640,True,train,IS20230624_175655_0515t_99678396_jpg.rf.62bfa6b76ecc41148301da7d99ba305d.json,IS20230624_175655_0515t_99678396_jpg.rf.62bfa6b76ecc41148301da7d99ba305d.jpg
lm_0124_is20230707_135045_6392t_11125737_jpg_rf_,images/lm_0124_is20230707_135045_6392t_11125737_jpg_rf_.jpg,masks_crown/lm_0124_is20230707_135045_6392t_11125737_jpg_rf__crown.png,masks_root/lm_0124_is20230707_135045_6392t_11125737_jpg_rf__root.png,masks_combined/lm_0124_is20230707_135045_6392t_11125737_jpg_rf__combined.png,masks_multiclass/lm_0124_is20230707_135045_6392t_11125737_jpg_rf_.png,640,640,True,train,IS20230707_135045_6392t_11125737_jpg.rf.159a1ccbe348b2343e8072cc78a4514a.json,IS20230707_135045_6392t_11125737_jpg.rf.159a1ccbe348b2343e8072cc78a4514a.jpg
lm_0125_is20230707_141909_2421t_20325389_jpg_rf_,images/lm_0125_is20230707_141909_2421t_20325389_jpg_rf_.jpg,masks_crown/lm_0125_is20230707_141909_2421t_20325389_jpg_rf__crown.png,masks_root/lm_0125_is20230707_141909_2421t_20325389_jpg_rf__root.png,masks_combined/lm_0125_is20230707_141909_2421t_20325389_jpg_rf__combined.png,masks_multiclass/lm_0125_is20230707_141909_2421t_20325389_jpg_rf_.png,640,640,True,train,IS20230707_141909_2421t_20325389_jpg.rf.d62a90cb3795b334638fc8e54555684f.json,IS20230707_141909_2421t_20325389_jpg.rf.d62a90cb3795b334638fc8e54555684f.jpg
lm_0126_is20230714_123219_4257t_85724032_jpg_rf_,images/lm_0126_is20230714_123219_4257t_85724032_jpg_rf_.jpg,masks_crown/lm_0126_is20230714_123219_4257t_85724032_jpg_rf__crown.png,masks_root/lm_0126_is20230714_123219_4257t_85724032_jpg_rf__root.png,masks_combined/lm_0126_is20230714_123219_4257t_85724032_jpg_rf__combined.png,masks_multiclass/lm_0126_is20230714_123219_4257t_85724032_jpg_rf_.png,640,640,True,test,IS20230714_123219_4257t_85724032_jpg.rf.14e97ae779a8039485b028d053ae97b8.json,IS20230714_123219_4257t_85724032_jpg.rf.14e97ae779a8039485b028d053ae97b8.jpg
lm_0127_is20230714_123240_6204t_12481811_jpg_rf_,images/lm_0127_is20230714_123240_6204t_12481811_jpg_rf_.jpg,masks_crown/lm_0127_is20230714_123240_6204t_12481811_jpg_rf__crown.png,masks_root/lm_0127_is20230714_123240_6204t_12481811_jpg_rf__root.png,masks_combined/lm_0127_is20230714_123240_6204t_12481811_jpg_rf__combined.png,masks_multiclass/lm_0127_is20230714_123240_6204t_12481811_jpg_rf_.png,640,640,True,val,IS20230714_123240_6204t_12481811_jpg.rf.2f1f1d4f2a3badd762a351598590e0a8.json,IS20230714_123240_6204t_12481811_jpg.rf.2f1f1d4f2a3badd762a351598590e0a8.jpg
lm_0128_is20230714_131201_5120t_86385754_jpg_rf_,images/lm_0128_is20230714_131201_5120t_86385754_jpg_rf_.jpg,masks_crown/lm_0128_is20230714_131201_5120t_86385754_jpg_rf__crown.png,masks_root/lm_0128_is20230714_131201_5120t_86385754_jpg_rf__root.png,masks_combined/lm_0128_is20230714_131201_5120t_86385754_jpg_rf__combined.png,masks_multiclass/lm_0128_is20230714_131201_5120t_86385754_jpg_rf_.png,640,640,True,train,IS20230714_131201_5120t_86385754_jpg.rf.c5f83aa0c1f4ce1e688cdfc0e48099d7.json,IS20230714_131201_5120t_86385754_jpg.rf.c5f83aa0c1f4ce1e688cdfc0e48099d7.jpg
lm_0129_is20230714_131215_2892t_98872288_jpg_rf_,images/lm_0129_is20230714_131215_2892t_98872288_jpg_rf_.jpg,masks_crown/lm_0129_is20230714_131215_2892t_98872288_jpg_rf__crown.png,masks_root/lm_0129_is20230714_131215_2892t_98872288_jpg_rf__root.png,masks_combined/lm_0129_is20230714_131215_2892t_98872288_jpg_rf__combined.png,masks_multiclass/lm_0129_is20230714_131215_2892t_98872288_jpg_rf_.png,640,640,True,train,IS20230714_131215_2892t_98872288_jpg.rf.53528f038a5ac1d82764e29a0be53bb2.json,IS20230714_131215_2892t_98872288_jpg.rf.53528f038a5ac1d82764e29a0be53bb2.jpg
lm_0130_is20230714_131236_9122t_49850466_jpg_rf_,images/lm_0130_is20230714_131236_9122t_49850466_jpg_rf_.jpg,masks_crown/lm_0130_is20230714_131236_9122t_49850466_jpg_rf__crown.png,masks_root/lm_0130_is20230714_131236_9122t_49850466_jpg_rf__root.png,masks_combined/lm_0130_is20230714_131236_9122t_49850466_jpg_rf__combined.png,masks_multiclass/lm_0130_is20230714_131236_9122t_49850466_jpg_rf_.png,640,640,True,train,IS20230714_131236_9122t_49850466_jpg.rf.b8365dad2387d255c59e8573b0d0b3c2.json,IS20230714_131236_9122t_49850466_jpg.rf.b8365dad2387d255c59e8573b0d0b3c2.jpg
lm_0131_is20230715_182535_5398t_57635338_jpg_rf_,images/lm_0131_is20230715_182535_5398t_57635338_jpg_rf_.jpg,masks_crown/lm_0131_is20230715_182535_5398t_57635338_jpg_rf__crown.png,masks_root/lm_0131_is20230715_182535_5398t_57635338_jpg_rf__root.png,masks_combined/lm_0131_is20230715_182535_5398t_57635338_jpg_rf__combined.png,masks_multiclass/lm_0131_is20230715_182535_5398t_57635338_jpg_rf_.png,640,640,True,train,IS20230715_182535_5398t_57635338_jpg.rf.d4caed6a5d1b17e1e7170f23f8ff312f.json,IS20230715_182535_5398t_57635338_jpg.rf.d4caed6a5d1b17e1e7170f23f8ff312f.jpg
lm_0132_is20230717_123647_4721t_90642071_jpg_rf_,images/lm_0132_is20230717_123647_4721t_90642071_jpg_rf_.jpg,masks_crown/lm_0132_is20230717_123647_4721t_90642071_jpg_rf__crown.png,masks_root/lm_0132_is20230717_123647_4721t_90642071_jpg_rf__root.png,masks_combined/lm_0132_is20230717_123647_4721t_90642071_jpg_rf__combined.png,masks_multiclass/lm_0132_is20230717_123647_4721t_90642071_jpg_rf_.png,640,640,True,train,IS20230717_123647_4721t_90642071_jpg.rf.d89061da1f83ba3f6650c740dae37fdc.json,IS20230717_123647_4721t_90642071_jpg.rf.d89061da1f83ba3f6650c740dae37fdc.jpg
lm_0133_is20230719_193743_7584t_26238169_jpg_rf_,images/lm_0133_is20230719_193743_7584t_26238169_jpg_rf_.jpg,masks_crown/lm_0133_is20230719_193743_7584t_26238169_jpg_rf__crown.png,masks_root/lm_0133_is20230719_193743_7584t_26238169_jpg_rf__root.png,masks_combined/lm_0133_is20230719_193743_7584t_26238169_jpg_rf__combined.png,masks_multiclass/lm_0133_is20230719_193743_7584t_26238169_jpg_rf_.png,640,640,True,train,IS20230719_193743_7584t_26238169_jpg.rf.431a1fbed0bc87850cc6e8638d23c4dd.json,IS20230719_193743_7584t_26238169_jpg.rf.431a1fbed0bc87850cc6e8638d23c4dd.jpg
lm_0134_is20230727_131320_8480t_97107914_jpg_rf_,images/lm_0134_is20230727_131320_8480t_97107914_jpg_rf_.jpg,masks_crown/lm_0134_is20230727_131320_8480t_97107914_jpg_rf__crown.png,masks_root/lm_0134_is20230727_131320_8480t_97107914_jpg_rf__root.png,masks_combined/lm_0134_is20230727_131320_8480t_97107914_jpg_rf__combined.png,masks_multiclass/lm_0134_is20230727_131320_8480t_97107914_jpg_rf_.png,640,640,True,train,IS20230727_131320_8480t_97107914_jpg.rf.f79bdfc997a4cfe2540d9dd5e2f7e91d.json,IS20230727_131320_8480t_97107914_jpg.rf.f79bdfc997a4cfe2540d9dd5e2f7e91d.jpg
lm_0135_is20230728_142336_1610t_38270907_jpg_rf_,images/lm_0135_is20230728_142336_1610t_38270907_jpg_rf_.jpg,masks_crown/lm_0135_is20230728_142336_1610t_38270907_jpg_rf__crown.png,masks_root/lm_0135_is20230728_142336_1610t_38270907_jpg_rf__root.png,masks_combined/lm_0135_is20230728_142336_1610t_38270907_jpg_rf__combined.png,masks_multiclass/lm_0135_is20230728_142336_1610t_38270907_jpg_rf_.png,640,640,True,val,IS20230728_142336_1610t_38270907_jpg.rf.ff31b7ff8c63826ceb6ea40727b821a4.json,IS20230728_142336_1610t_38270907_jpg.rf.ff31b7ff8c63826ceb6ea40727b821a4.jpg
lm_0136_is20230803_130115_6423t_17178006_jpg_rf_,images/lm_0136_is20230803_130115_6423t_17178006_jpg_rf_.jpg,masks_crown/lm_0136_is20230803_130115_6423t_17178006_jpg_rf__crown.png,masks_root/lm_0136_is20230803_130115_6423t_17178006_jpg_rf__root.png,masks_combined/lm_0136_is20230803_130115_6423t_17178006_jpg_rf__combined.png,masks_multiclass/lm_0136_is20230803_130115_6423t_17178006_jpg_rf_.png,640,640,True,test,IS20230803_130115_6423t_17178006_jpg.rf.f7fa514761deb882b7bbeb5faaf12b4e.json,IS20230803_130115_6423t_17178006_jpg.rf.f7fa514761deb882b7bbeb5faaf12b4e.jpg
lm_0137_is20230809_190406_8882t_20679926_jpg_rf_,images/lm_0137_is20230809_190406_8882t_20679926_jpg_rf_.jpg,masks_crown/lm_0137_is20230809_190406_8882t_20679926_jpg_rf__crown.png,masks_root/lm_0137_is20230809_190406_8882t_20679926_jpg_rf__root.png,masks_combined/lm_0137_is20230809_190406_8882t_20679926_jpg_rf__combined.png,masks_multiclass/lm_0137_is20230809_190406_8882t_20679926_jpg_rf_.png,640,640,True,val,IS20230809_190406_8882t_20679926_jpg.rf.d3f675728ca7e88a780d980e312f1491.json,IS20230809_190406_8882t_20679926_jpg.rf.d3f675728ca7e88a780d980e312f1491.jpg
lm_0138_is20230814_111811_4688t_84257590_jpg_rf_,images/lm_0138_is20230814_111811_4688t_84257590_jpg_rf_.jpg,masks_crown/lm_0138_is20230814_111811_4688t_84257590_jpg_rf__crown.png,masks_root/lm_0138_is20230814_111811_4688t_84257590_jpg_rf__root.png,masks_combined/lm_0138_is20230814_111811_4688t_84257590_jpg_rf__combined.png,masks_multiclass/lm_0138_is20230814_111811_4688t_84257590_jpg_rf_.png,640,640,True,val,IS20230814_111811_4688t_84257590_jpg.rf.c7021738cdff6b6e026b1f25a6cb1768.json,IS20230814_111811_4688t_84257590_jpg.rf.c7021738cdff6b6e026b1f25a6cb1768.jpg
lm_0139_is20230817_124408_4940t_91776597_jpg_rf_,images/lm_0139_is20230817_124408_4940t_91776597_jpg_rf_.jpg,masks_crown/lm_0139_is20230817_124408_4940t_91776597_jpg_rf__crown.png,masks_root/lm_0139_is20230817_124408_4940t_91776597_jpg_rf__root.png,masks_combined/lm_0139_is20230817_124408_4940t_91776597_jpg_rf__combined.png,masks_multiclass/lm_0139_is20230817_124408_4940t_91776597_jpg_rf_.png,640,640,True,val,IS20230817_124408_4940t_91776597_jpg.rf.f2ba6de61f5816083d286088b4d7eb2d.json,IS20230817_124408_4940t_91776597_jpg.rf.f2ba6de61f5816083d286088b4d7eb2d.jpg
lm_0140_is20231011_160257_0154_15015313,images/lm_0140_is20231011_160257_0154_15015313.jpg,masks_crown/lm_0140_is20231011_160257_0154_15015313_crown.png,masks_root/lm_0140_is20231011_160257_0154_15015313_root.png,masks_combined/lm_0140_is20231011_160257_0154_15015313_combined.png,masks_multiclass/lm_0140_is20231011_160257_0154_15015313.png,929,676,True,train,IS20231011_160257_0154_15015313.json,IS20231011_160257_0154_15015313.jpg
lm_0141_is20231012_131559_0371_16297029,images/lm_0141_is20231012_131559_0371_16297029.jpg,masks_crown/lm_0141_is20231012_131559_0371_16297029_crown.png,masks_root/lm_0141_is20231012_131559_0371_16297029_root.png,masks_combined/lm_0141_is20231012_131559_0371_16297029_combined.png,masks_multiclass/lm_0141_is20231012_131559_0371_16297029.png,929,676,True,test,IS20231012_131559_0371_16297029.json,IS20231012_131559_0371_16297029.jpg
lm_0142_is20231013_174731_4162_58739179,images/lm_0142_is20231013_174731_4162_58739179.jpg,masks_crown/lm_0142_is20231013_174731_4162_58739179_crown.png,masks_root/lm_0142_is20231013_174731_4162_58739179_root.png,masks_combined/lm_0142_is20231013_174731_4162_58739179_combined.png,masks_multiclass/lm_0142_is20231013_174731_4162_58739179.png,676,929,True,train,IS20231013_174731_4162_58739179.json,IS20231013_174731_4162_58739179.jpg
lm_0143_is20231019_190137_6961_63365048,images/lm_0143_is20231019_190137_6961_63365048.jpg,masks_crown/lm_0143_is20231019_190137_6961_63365048_crown.png,masks_root/lm_0143_is20231019_190137_6961_63365048_root.png,masks_combined/lm_0143_is20231019_190137_6961_63365048_combined.png,masks_multiclass/lm_0143_is20231019_190137_6961_63365048.png,929,676,True,test,IS20231019_190137_6961_63365048.json,IS20231019_190137_6961_63365048.jpg
lm_0144_is20231019_190336_3593_73633457,images/lm_0144_is20231019_190336_3593_73633457.jpg,masks_crown/lm_0144_is20231019_190336_3593_73633457_crown.png,masks_root/lm_0144_is20231019_190336_3593_73633457_root.png,masks_combined/lm_0144_is20231019_190336_3593_73633457_combined.png,masks_multiclass/lm_0144_is20231019_190336_3593_73633457.png,929,676,True,train,IS20231019_190336_3593_73633457.json,IS20231019_190336_3593_73633457.jpg
lm_0145_is20231020_164813_3514_02077934,images/lm_0145_is20231020_164813_3514_02077934.jpg,masks_crown/lm_0145_is20231020_164813_3514_02077934_crown.png,masks_root/lm_0145_is20231020_164813_3514_02077934_root.png,masks_combined/lm_0145_is20231020_164813_3514_02077934_combined.png,masks_multiclass/lm_0145_is20231020_164813_3514_02077934.png,929,676,True,train,IS20231020_164813_3514_02077934.json,IS20231020_164813_3514_02077934.jpg
